超清央卫,#genre#
南通新闻综合,http://43.251.226.89:8080/play/267.m3u8
宜兴新闻综合,http://43.251.226.89:8080/play/268.m3u8
溧水新闻综合,http://43.251.226.89:8080/play/269.m3u8
陕西银龄频道,http://43.251.226.89:8080/play/270.m3u8
陕西都市青春频道,http://43.251.226.89:8080/play/271.m3u8
陕西秦腔频道,http://43.251.226.89:8080/play/272.m3u8
陕西新闻资讯频道,http://43.251.226.89:8080/play/273.m3u8
财富天下,http://43.251.226.89:8080/play/274.m3u8
镇江新闻综合,http://43.251.226.89:8080/play/275.m3u8
辽宁广播电视台公共频道,http://43.251.226.89:8080/play/276.m3u8
辽宁广播电视台生活频道,http://43.251.226.89:8080/play/277.m3u8
辽宁广播电视台影视剧频道,http://43.251.226.89:8080/play/278.m3u8
宁夏广播电视台文旅频道,http://43.251.226.89:8080/play/279.m3u8
宁夏广播电视台经济频道,http://43.251.226.89:8080/play/280.m3u8
经典香港电影,http://43.251.226.89:8080/play/281.m3u8
抗战经典影片,http://43.251.226.89:8080/play/282.m3u8
新片放映厅,http://43.251.226.89:8080/play/283.m3u8
CHC影迷电影,http://43.251.226.89:8080/play/284.m3u8
CHC动作电影,http://43.251.226.89:8080/play/285.m3u8
CHC家庭影院,http://43.251.226.89:8080/play/286.m3u8
和美乡途轮播台,http://43.251.226.89:8080/play/287.m3u8
南方影视,http://43.251.226.89:8080/play/288.m3u8
张敏电影,#genre#
鹿鼎记,https://vip.ffzy-online2.com/20230403/30732_157cb8d7/2000k/hls/mixed.m3u8
九品芝麻官,https://vip.ffzy-play6.com/20221205/9996_68ad8079/3000k/hls/mixed.m3u8
赌圣,https://vip.ffzy-play7.com/20230118/11963_d17bc05a/2000k/hls/mixed.m3u8
赌神,https://vip.ffzy-online.com/20221017/865_74da177a/2000k/hls/mixed.m3u8
武状元苏乞儿,https://vip.ffzy-play7.com/20221112/3309_a8fac958/2000k/hls/mixed.m3u8
倚天屠龙记之魔教教主,https://vip.ffzy-online1.com/20230622/41615_05003dd5/2000k/hls/mixed.m3u8
最佳女婿,https://vip.ffzy-play7.com/20221116/4842_087288a0/2000k/hls/mixed.m3u8
逃学威龙,https://vip.ffzy-play6.com/20221112/6099_f4649b91/3000k/hls/mixed.m3u8
逃学威龙2,https://vip.ffzy-play6.com/20221112/6101_3ea56df6/3000k/hls/mixed.m3u8
逃学威龙3之龙过鸡年,https://vip.ffzy-play6.com/20221112/6103_d6c1afdb/3000k/hls/mixed.m3u8
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/2000k/hls/mixed.m3u8
新天龙八部之天山童姥,https://vip.ffzy-play7.com/20221112/3355_8fe53bcd/2000k/hls/mixed.m3u8
鹿鼎记2：神龙教,https://vip.ffzy-play7.com/20230101/10739_492582b8/2000k/hls/mixed.m3u8
赌侠2：上海滩赌圣,https://vip.ffzy-online.com/20221017/870_24fd00ae/2000k/hls/mixed.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/2000k/hls/mixed.m3u8
五亿探长雷洛传2：父子情仇,https://vip.ffzy-online.com/20221015/676_0dc45896/2000k/hls/mixed.m3u8
猛鬼大厦,https://vip.ffzy-play7.com/20230417/22513_80b3e3ec/2000k/hls/mixed.m3u8
赌神2,https://vip.ffzy-play7.com/20230116/11633_72296dc8/2000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
火舞风云,https://vip.ffzy-play7.com/20221117/5035_7a0d5a2c/2000k/hls/mixed.m3u8
新精武门1991,https://vip.ffzy-play6.com/20221206/10147_2266b628/3000k/hls/mixed.m3u8
漫画威龙,https://vip.ffzy-play.com/20221204/29460_10c83a7c/2000k/hls/mixed.m3u8
女黑侠黄莺,https://vip.ffzy-play7.com/20221112/3630_03f13a25/2000k/hls/mixed.m3u8
绝代双骄,https://vip.ffzy-play6.com/20221129/9355_e351af0a/3000k/hls/mixed.m3u8
飞狐外传,https://vip.lz-cdn.com/20220731/26529_5862e7cc/1000k/hls/mixed.m3u8
妖魔道,https://vip.ffzy-play7.com/20221112/3373_6cc5dc0c/2000k/hls/mixed.m3u8
飞女正传,https://vip.ffzy-play7.com/20221113/4102_e33b4c49/2000k/hls/mixed.m3u8
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/3000k/hls/mixed.m3u8
神经刀与飞天猫,https://cos.m3u8hw8.com/share/9da67bf46a124f5e8189204bdab2d000.m3u8
暴风眼,https://vip.ffzy-play7.com/20230213/14539_252712d5/2000k/hls/mixed.m3u8
十兄弟,https://vip.ffzy-play6.com/20221112/6056_8848a0e8/3000k/hls/mixed.m3u8
与龙共舞,https://vip.ffzy-play6.com/20221207/10859_1b02d27c/3000k/hls/mixed.m3u8
逃学外传,https://vip.ffzy-play6.com/20221112/6098_d8697665/3000k/hls/mixed.m3u8
冷面狙击手,https://vip.ffzy-play7.com/20221207/8414_998951ce/2000k/hls/mixed.m3u8
武侠七公主,https://vip.ffzy-play7.com/20230423/22946_f55e7919/2000k/hls/mixed.m3u8
新碧血剑,https://vip.ffzy-play6.com/20221129/9447_854e400a/3000k/hls/mixed.m3u8
一屋哨牙鬼,https://vip.ffzy-play7.com/20230129/12728_f8fc1a8f/2000k/hls/mixed.m3u8
芝士火腿,https://vip.ffzy-play6.com/20221113/6820_edb7dd0d/3000k/hls/mixed.m3u8
逃学英雄传,https://vip.ffzy-play7.com/20221209/9162_6cf398aa/2000k/hls/mixed.m3u8
西环的故事,https://vip.ffzy-play7.com/20221112/3312_5634eb79/2000k/hls/mixed.m3u8
伴我纵横,https://vip.ffzy-play7.com/20221126/7087_cafd78d5/2000k/hls/mixed.m3u8
魔翡翠,https://vip.ffzy-play6.com/20221116/7271_d99e19b6/3000k/hls/mixed.m3u8
至尊无上,https://vip.ffzy-play.com/20221015/1086_9576a463/2000k/hls/mixed.m3u8
黄飞鸿之铁鸡斗蜈蚣,https://vip.ffzy-play6.com/20221112/6386_1c2673b1/3000k/hls/mixed.m3u8
第六感,https://vip.ffzy-play7.com/20230325/19608_e95a3a84/2000k/hls/mixed.m3u8
有鬼住在隔壁,https://vip.lz-cdn1.com/20230809/21713_b9ce36a6/2000k/hls/mixed.m3u8
花心梦里人,https://vip.ffzy-play7.com/20221117/5144_8902cf15/2000k/hls/mixed.m3u8
赌豪,https://vip.ffzy-play7.com/20221113/3889_e13fa0f9/2000k/hls/mixed.m3u8
两个独立包装的女人,https://vip.ffzy-play7.com/20230208/13843_637c62ad/2000k/hls/mixed.m3u8
追日,https://vip.ffzy-play7.com/20221129/7755_3a0215ed/2000k/hls/mixed.m3u8
小小小警察,https://vip.ffzy-play7.com/20230131/12926_ddf93907/2000k/hls/mixed.m3u8
迟到的钢琴,https://vip.ffzy-play6.com/20221127/8752_554f93c9/3000k/hls/mixed.m3u8
林正英电影,#genre#
一眉道人,https://vip.ffzy-play7.com/20221115/4803_1731be32/2000k/hls/mixed.m3u8
僵尸至尊,https://vip.ffzy-play6.com/20221129/9344_44b64a1a/3000k/hls/mixed.m3u8
人吓鬼,https://vip.ffzy-play7.com/20221115/4745_3dce763c/2000k/hls/mixed.m3u8
灵幻先生,https://vip.ffzy-play7.com/20221115/4538_ddf6020e/2000k/hls/mixed.m3u8
新僵尸先生,https://vip.ffzy-play6.com/20221129/9451_47cd067c/3000k/hls/mixed.m3u8
驱魔警察,https://vip.ffzy-play6.com/20221205/9856_18a53055/3000k/hls/mixed.m3u8
鬼打鬼,https://vip.ffzy-play7.com/20221115/4476_05997c13/2000k/hls/mixed.m3u8
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/2000k/hls/mixed.m3u8
侠女,https://vip.ffzy-play6.com/20221207/10660_5351d881/3000k/hls/mixed.m3u8
学校风云,https://vip.ffzy-play7.com/20221209/9201_9f4d986a/2000k/hls/mixed.m3u8
陆小凤传奇之绣花大盗,https://vip.ffzy-online4.com/20230410/19075_6d68c802/2000k/hls/mixed.m3u8
中国最后一个太监,https://vip.ffzy-play6.com/20221128/9044_42d732f5/3000k/hls/mixed.m3u8
死亡游戏,https://vip.ffzy-play6.com/20221128/9133_9ec7be0f/3000k/hls/mixed.m3u8
人吓人,https://super.ffzy-online6.com/20230714/14967_5820b006/2000k/hls/mixed.m3u8
鬼咬鬼,https://vip.ffzy-play7.com/20221208/8822_26a70529/2000k/hls/mixed.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/3000k/hls/mixed.m3u8
精灵变,https://vip.ffzy-play6.com/20221129/9345_57e7db60/3000k/hls/mixed.m3u8
驱魔道长,https://vip.ffzy-play7.com/20221112/3670_136b232e/2000k/hls/mixed.m3u8
猛龙过江,https://vip.ffzy-play7.com/20221208/8881_22a8bff4/2000k/hls/mixed.m3u8
奇妙的家族,https://vip.ffzy-play7.com/20230117/11759_452a52a8/2000k/hls/mixed.m3u8
奇谋妙计五福星,https://vip.ffzy-play7.com/20221115/4730_a7515224/2000k/hls/mixed.m3u8
哗鬼旅行团,https://vip.ffzy-play6.com/20221129/9331_792c1e13/3000k/hls/mixed.m3u8
多情剑客无情剑,https://vip.ffzy-play6.com/20221206/10288_62ea15ab/3000k/hls/mixed.m3u8
唐山大兄,https://vip.ffzy-play7.com/20221208/8715_94658327/2000k/hls/mixed.m3u8
非洲和尚,https://vip.ffzy-play6.com/20221129/9317_8c6065f3/3000k/hls/mixed.m3u8
舞台姐妹,https://vip.ffzy-play6.com/20221128/9190_67fbf67d/3000k/hls/mixed.m3u8
双龙出海,https://vip.ffzy-play6.com/20221128/8994_10fc14d3/3000k/hls/mixed.m3u8
音乐僵尸,https://vip.ffzy-play6.com/20221207/10627_09b3f2e5/3000k/hls/mixed.m3u8
血玫瑰,https://vip.ffzy-play6.com/20221116/7310_02f7420d/3000k/hls/mixed.m3u8
画皮之阴阳法王,https://vip.ffzy-play6.com/20221112/6372_478fbcc6/3000k/hls/mixed.m3u8
龙的心,https://vip.ffzy-play7.com/20221115/4539_8b9150f6/2000k/hls/mixed.m3u8
龙争虎斗,https://vip.ffzy-play7.com/20221228/10118_7f88f7bd/2000k/hls/mixed.m3u8
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/2000k/hls/mixed.m3u8
天地玄门,https://vip.ffzy-play6.com/20221112/6127_d615f342/3000k/hls/mixed.m3u8
林世荣,https://vip.ffzy-play7.com/20221209/9096_70ae66c7/2000k/hls/mixed.m3u8
鬼干部,https://vip.ffzy-play6.com/20221112/6298_1dd44909/3000k/hls/mixed.m3u8
群龙戏凤,https://vip.ffzy-play7.com/20230423/22931_b2b1c621/2000k/hls/mixed.m3u8
鬼打鬼之黄金道士,https://vip.ffzy-play6.com/20221112/6296_32b14901/3000k/hls/mixed.m3u8
鬼打鬼之灵幻天师,https://59.153.166.174:4433/Cache/qq/737cb7f78fe428c490edfc7db2795f55.m3u8?vkey=646530375556465256564d4a55515548426c634342567742557731524131735041315944425141414256594258775a5755314e54
破戒,https://vip.ffzy-play6.com/20221128/9079_00447336/3000k/hls/mixed.m3u8
洪熙官,https://vip.ffzy-play7.com/20221223/9381_0fb84a1d/2000k/hls/mixed.m3u8
时来运转,https://vip.ffzy-play7.com/20221209/9156_396eac04/2000k/hls/mixed.m3u8
七小福,https://vip.ffzy-play6.com/20221117/7398_2ddb4dac/3000k/hls/mixed.m3u8
黄飞鸿系列之一代宗师,https://vip.ffzy-play6.com/20221129/9335_097bc8c1/3000k/hls/mixed.m3u8
黄大仙,https://vip.ffzy-play6.com/20221129/9334_1b618e68/3000k/hls/mixed.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/2000k/hls/mixed.m3u8
神勇双响炮,https://vip.ffzy-play6.com/20221128/8991_916bbcd1/3000k/hls/mixed.m3u8
舞台姊妹,https://vip.ffzy-play6.com/20221113/6760_3854605e/3000k/hls/mixed.m3u8
僵尸叔叔,https://vip.ffzy-play6.com/20221205/9855_c705b6ee/3000k/hls/mixed.m3u8
密宗威龙,https://vip.ffzy-play7.com/20221112/3607_e49d9e93/2000k/hls/mixed.m3u8
蝙蝠传奇,https://vip.ffzy-play7.com/20221206/8033_f037643b/2000k/hls/mixed.m3u8
杂家小子,https://vip.ffzy-play6.com/20221128/9261_f18e5614/3000k/hls/mixed.m3u8
铁甲无敌玛利亚,https://vip.ffzy-play6.com/20221128/9003_3adc165f/3000k/hls/mixed.m3u8
黄大仙,https://vip.ffzy-play6.com/20221129/9334_1b618e68/3000k/hls/mixed.m3u8
青蜂侠,https://vip.ffzy-play7.com/20221228/10200_d6cc00ae/2000k/hls/mixed.m3u8
霹雳大喇叭,https://vip.ffzy-play6.com/20221116/7273_4a3cfe1f/3000k/hls/mixed.m3u8
跆拳震九州,https://yzzy.play-cdn7.com/20220625/514_a24ba1dc/1000k/hls/mixed.m3u8
搏命单刀夺命枪,https://vip.ffzy-play7.com/20221208/8546_fa0622b4/2000k/hls/mixed.m3u8
钟馗嫁妹,https://vip.ffzy-play7.com/20221129/7746_6b5ae2e8/2000k/hls/mixed.m3u8
钱作怪,https://vip.ffzy-play7.com/20230204/13185_290d13f1/2000k/hls/mixed.m3u8
发钱寒,https://vip.ffzy-play7.com/20221224/9575_be9276d1/2000k/hls/mixed.m3u8
合气道,https://yzzy.play-cdn6.com/20220625/1515_8bf6c42a/1000k/hls/mixed.m3u8
四大门派,https://vip.ffzy-play6.com/20221128/9134_0b15a161/3000k/hls/mixed.m3u8
甩皮鬼,https://vip.ffzy-play6.com/20221112/6431_ce84a705/3000k/hls/mixed.m3u8
直捣黄龙,https://vip.lz-cdn3.com/20230623/19785_d14d1e58/2000k/hls/mixed.m3u8
赞先生与找钱华,https://vip.ffzy-play6.com/20221207/10710_1642c7db/3000k/hls/mixed.m3u8
李小龙的生与死,https://vip.ffzy-play7.com/20221128/7616_58d018a9/2000k/hls/mixed.m3u8
老虎田鸡,https://vip.ffzy-play7.com/20221224/9583_f95a6383/2000k/hls/mixed.m3u8
黄飞鸿少林拳,https://vip.ffzy-play7.com/20221128/7561_64e57fa4/2000k/hls/mixed.m3u8
妖怪都市,https://vip.ffzy-play6.com/20221129/9462_bbbcc871/3000k/hls/mixed.m3u8
神枪手与咖喱鸡,https://vip.ffzy-play7.com/20221129/7684_7ac9e104/2000k/hls/mixed.m3u8
龙门秘指,https://vip.ffzy-play7.com/20221226/9856_9ba5efe5/2000k/hls/mixed.m3u8
羞羞鬼,https://vip.ffzy-play7.com/20221112/3366_3a1a794c/2000k/hls/mixed.m3u8
咸鱼翻生,https://vip.ffzy-play6.com/20221116/7303_5bfc21ee/3000k/hls/mixed.m3u8
醒目仔蛊惑招,https://vip.ffzy-play7.com/20221227/10014_ac5cb8a8/2000k/hls/mixed.m3u8
洪福齐天,https://v5.fentvoss.com/yyv5/202504/05/g6byETNzAK23/video/2000k_1080/hls/index.m3u8
六刺客,https://vip.ffzy-play6.com/20221207/10729_e7511f80/3000k/hls/mixed.m3u8
败家仔,https://vip.ffzy-play7.com/20221207/8332_71c25e63/2000k/hls/mixed.m3u8
赢钱专家,https://vip.ffzy-play6.com/20221113/6794_d514b390/3000k/hls/mixed.m3u8
大内高手,https://vip.lzcdn2.com/20221112/22453_c40f2866/1200k/hls/mixed.m3u8
灵幻至尊,https://vip.ffzy-play7.com/20221112/3550_cbc3226a/2000k/hls/mixed.m3u8
血符门,https://vip.ffzy-play6.com/20221128/9225_3ae2ace7/3000k/hls/mixed.m3u8
英雄无泪,https://vip.ffzy-play6.com/20221207/10694_f9088e66/3000k/hls/mixed.m3u8
太阳之子,https://vip.ffzy-play6.com/20221129/9413_5606ff04/3000k/hls/mixed.m3u8
少林英雄之方世玉洪熙官,https://vip.ffzy-play6.com/20221129/9401_ce41b202/3000k/hls/mixed.m3u8
三德和尚与舂米六,https://vip.ffzy-play6.com/20221128/9099_38718b59/3000k/hls/mixed.m3u8
追魂伞,https://vip.ffzy-play7.com/20221129/7753_bd15d501/2000k/hls/mixed.m3u8
黄面老虎,https://vip.ffzy-play7.com/20221128/7563_962c84dc/2000k/hls/mixed.m3u8
身不由己,https://vip.ffzy-play6.com/20221128/8989_246e279f/3000k/hls/mixed.m3u8
三勇士蛮荒救美,https://vip.lz-cdn16.com/20230630/29748_e678ba6d/2000k/hls/mixed.m3u8
音乐·经典,#genre# 
《涛声依旧》珍品试音,https://vd2.bdstatic.com/mda-nf6pyxgrbub1xsmq/480p/h264/1654621136452327269/mda-nf6pyxgrbub1xsmq.mp4
《懂你》女伤感情歌,https://vd2.bdstatic.com/mda-nfb6hccn6cva5ied/480p/h264/1655008873359871267/mda-nfb6hccn6cva5ied.mp4
《望乡》臻享音质伤,https://vd2.bdstatic.com/mda-nf3hw0r5jznueuxt/480p/h264/1654346343362232893/mda-nf3hw0r5jznueuxt.mp4
《叛逆》臻享音质完,https://vd3.bdstatic.com/mda-nf8zh2f020eqhaw3/480p/h264/1654818071715057533/mda-nf8zh2f020eqhaw3.mp4
《重逢》徐小风臻享,https://vd3.bdstatic.com/mda-nf8pn8005h8d6bq2/480p/h264/1654793150819357073/mda-nf8pn8005h8d6bq2.mp4
《倩影》邓瑞霞粤语,https://vd4.bdstatic.com/mda-new8cwvb6fmw854z/480p/h264/1653976785717704319/mda-new8cwvb6fmw854z.mp4
《白狐》DJ小阿枫,https://vd3.bdstatic.com/mda-nerij0nkebvkezr0/480p/h264/1653570736400011165/mda-nerij0nkebvkezr0.mp4
《梁祝》弹棉花版纯,https://vd2.bdstatic.com/mda-nerhfu9fbnfq7xji/480p/h264/1653567754385413387/mda-nerhfu9fbnfq7xji.mp4
《梁祝》纯音乐版纯,https://vd2.bdstatic.com/mda-nesruq6t0bfq33vv/480p/h264/1653675617409322969/mda-nesruq6t0bfq33vv.mp4
《情网》伤感情歌完,https://vd2.bdstatic.com/mda-nf9qwbca27n2jwdg/480p/h264/1654882584449837724/mda-nf9qwbca27n2jwdg.mp4
《黑街》林珊珊DJ,https://vd2.bdstatic.com/mda-nf2ktwaskxernazi/480p/h264/1654267573736644353/mda-nf2ktwaskxernazi.mp4
《秒针》粤语完整版,https://vd4.bdstatic.com/mda-nf0piq5hanj48h6s/480p/h264/1654101573364104763/mda-nf0piq5hanj48h6s.mp4
《旧梦》全网热搜版,https://vd4.bdstatic.com/mda-nf9t77gqd0pxce93/480p/h264/1654888537614864437/mda-nf9t77gqd0pxce93.mp4
《站台》经典老歌DJ,https://vd2.bdstatic.com/mda-nf2kxvdp6fx10f75/360p/h264/1654267691737069539/mda-nf2kxvdp6fx10f75.mp4
《黄昏》咚鼓版老歌,https://vd4.bdstatic.com/mda-nf19kymu11qmzr38/480p/h264/1654152656809900794/mda-nf19kymu11qmzr38.mp4
《小芳》经典老歌DJ,https://vd2.bdstatic.com/mda-nf2mtgae3zszft2z/480p/h264/1654270015256632818/mda-nf2mtgae3zszft2z.mp4
《胭脂》古风舞曲,https://vd2.bdstatic.com/mda-nfapa52ste3vc16g/480p/h264/1654964950793967362/mda-nfapa52ste3vc16g.mp4
《黄昏》咚鼓完整版,https://vd4.bdstatic.com/mda-nf19kymu11qmzr38/480p/h264/1654152656809900794/mda-nf19kymu11qmzr38.mp4
《旧梦》全网热搜榜,https://vd4.bdstatic.com/mda-nf2nnxfawdhfrhk2/480p/h264/1654272492108422884/mda-nf2nnxfawdhfrhk2.mp4
《后来》越南美女翻,https://vd3.bdstatic.com/mda-nf7nbhd5xnr5m9ii/480p/h264/1654703249067045756/mda-nf7nbhd5xnr5m9ii.mp4
《小薇 》黄品源抖音,https://vd4.bdstatic.com/mda-nfe6cuk9xxma11vk/480p/h264/1655267558164291115/mda-nfe6cuk9xxma11vk.mp4
《西厢》后弦经典老,https://vd3.bdstatic.com/mda-nfe5nwaxpys1rpsv/480p/h264/1655265948457072350/mda-nfe5nwaxpys1rpsv.mp4
《红唇2》伤感情歌,https://vd3.bdstatic.com/mda-nfid3edyxurnjsuh/480p/h264/1655630317142930273/mda-nfid3edyxurnjsuh.mp4
《殇雪2》全网热播,https://vd4.bdstatic.com/mda-nfidemernvn4gir0/480p/h264/1655631210792217181/mda-nfidemernvn4gir0.mp4
《暂别离》阿国哥粤,https://vd4.bdstatic.com/mda-newfrrve7syvzn40/480p/h264/1653995659069413790/mda-newfrrve7syvzn40.mp4
《送情郎》新版DJ,https://vd2.bdstatic.com/mda-nf2ma3pe6y1fcx2n/480p/h264/1654268890066663441/mda-nf2ma3pe6y1fcx2n.mp4
《猪之歌》经典老歌,https://vd4.bdstatic.com/mda-nfe5ey31c7f117az/480p/h264/1655265402398994186/mda-nfe5ey31c7f117az.mp4
《追梦人》经典老歌,https://vd3.bdstatic.com/mda-nf2s306c8p986wue/360p/h264/1654280868218082082/mda-nf2s306c8p986wue.mp4
《一剪梅》经典老歌DJ,https://vd4.bdstatic.com/mda-nf2ke0pfbh4njzjk/480p/h264/1654266479421247027/mda-nf2ke0pfbh4njzjk.mp4
《闯天涯》老歌带DJ,https://vd2.bdstatic.com/mda-nf2jiruc8n9kz9q7/480p/h264/1654264310432574624/mda-nf2jiruc8n9kz9q7.mp4
《那一夜》经典老歌DJ,https://vd3.bdstatic.com/mda-nf1t6atjekm7pc2y/720p/h264/1654197378731972765/mda-nf1t6atjekm7pc2y.mp4
《太想念》彭筝现场,https://vd2.bdstatic.com/mda-nesd260gzmhje7ak/480p/h264/1653643183943238295/mda-nesd260gzmhje7ak.mp4
《花间梦》臻享音质,https://vd3.bdstatic.com/mda-new5p09fsh3piv68/480p/h264/1653969994735548204/mda-new5p09fsh3piv68.mp4
《每一步》徐小风粵,https://vd2.bdstatic.com/mda-nfammrkagxksccw3/480p/h264/1654960951160918053/mda-nfammrkagxksccw3.mp4
《碎心石》完整版珍,https://vd3.bdstatic.com/mda-neua8s5fxvm06ttd/480p/h264/1653808788943546073/mda-neua8s5fxvm06ttd.mp4
《喜欢妳》越南语翻,https://vd3.bdstatic.com/mda-nfb8s9qnxne734db/480p/h264/1655014686761405664/mda-nfb8s9qnxne734db.mp4
《什么乐》闽南语版,https://vd3.bdstatic.com/mda-nfb8hqwngdptha2i/480p/h264/1655013948386216492/mda-nfb8hqwngdptha2i.mp4
《一剪梅》寂悸DJ,https://vd3.bdstatic.com/mda-nfbf8xvuj7n7pqki/480p/h264/1655031513672495747/mda-nfbf8xvuj7n7pqki.mp4
《情与法》全网热搜,https://vd2.bdstatic.com/mda-nf1jvtckh70cvk04/480p/h264/1654178802208835576/mda-nf1jvtckh70cvk04.mp4
《四季歌》邓瑞霞珍,https://vd3.bdstatic.com/mda-new6i96f27c7rt3u/480p/h264/1653972073400935018/mda-new6i96f27c7rt3u.mp4
《情花开》刘珺儿珍,https://vd3.bdstatic.com/mda-new8jvbxdppjp8a2/480p/h264/1653977300363793430/mda-new8jvbxdppjp8a2.mp4
《处处吻》杨千嬅,https://vd3.bdstatic.com/mda-nfap29cm1cjtjij7/480p/h264/1654964342833243151/mda-nfap29cm1cjtjij7.mp4
《桃花运》抖音热播版,https://vd4.bdstatic.com/mda-neuty4abg4k4qjsk/1080p/cae_h264/1653854038436697624/mda-neuty4abg4k4qjsk.mp4
《夜上海》弹唱完整,https://vd2.bdstatic.com/mda-neurpg3puf7x2uzx/480p/h264/1653847827560004001/mda-neurpg3puf7x2uzx.mp4
《公子多情》臻享音质,https://vd4.bdstatic.com/mda-new5vcyhkickzace/480p/h264/1653970407240475749/mda-new5vcyhkickzace.mp4
《顺流逆流》钟明秋,https://vd3.bdstatic.com/mda-new6156ghuwiwsn9/480p/h264/1653971079763643623/mda-new6156ghuwiwsn9.mp4
《情非虚构》臻享音质,https://vd2.bdstatic.com/mda-nf8zthmpsnn871mi/480p/h264/1654818864784303071/mda-nf8zthmpsnn871mi.mp4
《昨夜星辰》臻享音质,https://vd3.bdstatic.com/mda-new6ppnqkk35ju5x/480p/h264/1653972457652952807/mda-new6ppnqkk35ju5x.mp4
《负心的妳》完整版,https://vd4.bdstatic.com/mda-nf12wt3x6q8w647g/480p/h264/1654135693406873885/mda-nf12wt3x6q8w647g.mp4
《三生石下》完整版,https://vd4.bdstatic.com/mda-nesr3nbf860ffgx8/480p/h264/1653673898558581142/mda-nesr3nbf860ffgx8.mp4
《故乡的雨》薰妮粤,https://vd3.bdstatic.com/mda-nfbethdfsbu9nvmw/1080p/cae_h264/1655030405247882282/mda-nfbethdfsbu9nvmw.mp4
《天涯歌女》臻享音,https://vd2.bdstatic.com/mda-neuaetyp1ctim9vb/480p/h264/1653809228064390206/mda-neuaetyp1ctim9vb.mp4
《风的季节》刘亮鹭,https://vd4.bdstatic.com/mda-nfamc0naqc6e6va3/1080p/cae_h264/1654960675834155302/mda-nfamc0naqc6e6va3.mp4
《笑看风云》刘亮鹭,https://vd3.bdstatic.com/mda-nfan3uw7ky4s1ttf/480p/h264/1654962079142495504/mda-nfan3uw7ky4s1ttf.mp4
《多年以后》钟志刚,https://vd3.bdstatic.com/mda-nf902fdvnaf3vium/480p/h264/1654819499403338778/mda-nf902fdvnaf3vium.mp4
《干杯朋友》刘亮鹭,https://vd3.bdstatic.com/mda-nfbei2e953u6usrp/480p/h264/1655029624524433929/mda-nfbei2e953u6usrp.mp4
《不得不爱》情歌弦,https://vd2.bdstatic.com/mda-nfbdyjfg13wjdcyj/480p/h264/1655027625809216456/mda-nfbdyjfg13wjdcyj.mp4
《9妹9妹+》抖音版,https://vd4.bdstatic.com/mda-nf7rxnnzw5e80zjy/480p/h264/1654712465215565946/mda-nf7rxnnzw5e80zjy.mp4
《护花使者》劲舞版,https://vd3.bdstatic.com/mda-neusuvr93tneq55v/480p/h264/1653850992717895485/mda-neusuvr93tneq55v.mp4
《流浪兄弟》完整版1,https://vd4.bdstatic.com/mda-nern0w7m7z14pn1j/480p/h264/1653579572823494080/mda-nern0w7m7z14pn1j.mp4?
《暴风一族》粤语版,https://vd4.bdstatic.com/mda-nesrfi2nr91wm4pu/480p/h264/1653674461820198310/mda-nesrfi2nr91wm4pu.mp4
《星星点灯》郑智化,https://vd3.bdstatic.com/mda-nfajaj5sif2u3xm3/480p/h264/1654954892494765933/mda-nfajaj5sif2u3xm3.mp4
《最亲的人》岳云鹏,https://vd4.bdstatic.com/mda-nfapdcxvqm33jp5u/480p/h264/1654965287261267347/mda-nfapdcxvqm33jp5u.mp4
《狼爱上羊》汤潮,https://vd2.bdstatic.com/mda-nfap51qi8ss93t8g/480p/h264/1654964785797501860/mda-nfap51qi8ss93t8g.mp4
《你的样子》经典老歌,https://vd4.bdstatic.com/mda-nf1sysy5yztywged/360p/h264/1654196832204374080/mda-nf1sysy5yztywged.mp4
《狼爱上羊》魔改版DJ,https://vd2.bdstatic.com/mda-nf2khyaxn1kjgwve/360p/h264/1654266998751164094/mda-nf2khyaxn1kjgwve.mp4
《你怎么说》邓丽君,https://vd4.bdstatic.com/mda-nf1k0i27u5bujc0w/360p/h264/1654179005262580752/mda-nf1k0i27u5bujc0w.mp4
《一生不变》李克勤,https://vd3.bdstatic.com/mda-nf2snwezrms0b998/480p/h264/1654282250726288140/mda-nf2snwezrms0b998.mp4
《夕阳之歌》越南语翻唱,https://vd4.bdstatic.com/mda-nf7qxia5n8d72ug4/480p/h264/1654709892725275439/mda-nf7qxia5n8d72ug4.mp4
《烟雨成思》 3D环,https://vd2.bdstatic.com/mda-nfejzz4faj9q4pq0/480p/h264/1655302181195329755/mda-nfejzz4faj9q4pq0.mp4
《剩女时代》上官燕,https://vd4.bdstatic.com/mda-nfhabc0k0ey1fhwe/480p/h264/1655536939617811201/mda-nfhabc0k0ey1fhwe.mp4
